"Dublin.Core.Title","Dublin.Core.Description","Dublin.Core.Creator","Dublin.Core.Date","Dublin.Core.Identifier","Dublin.Core.Rights","Dublin.Core.Type","Dublin.Core.Format","twitter_query","twitter_ids_count","twitter_links_count","indexed_links_count","files"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-10-21","81c1252b0a0264802f016909230dc138","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Chopinowski",1172,115,94,"https://aspw.pl/aspw_temp/81c1252b0a0264802f016909230dc138/all_tweets_id.csv;https://aspw.pl/aspw_temp/81c1252b0a0264802f016909230dc138/domains.json;https://aspw.pl/aspw_temp/81c1252b0a0264802f016909230dc138/twitter_links.csv;https://aspw.pl/aspw_temp/81c1252b0a0264802f016909230dc138/meta.csv;https://aspw.pl/aspw_temp/81c1252b0a0264802f016909230dc138/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-07-22","82261dfe3c70891a5f2ea35a71b625ee","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Tokio",8437,945,889,"https://aspw.pl/aspw_temp/82261dfe3c70891a5f2ea35a71b625ee/all_tweets_id.csv;https://aspw.pl/aspw_temp/82261dfe3c70891a5f2ea35a71b625ee/domains.json;https://aspw.pl/aspw_temp/82261dfe3c70891a5f2ea35a71b625ee/twitter_links.csv;https://aspw.pl/aspw_temp/82261dfe3c70891a5f2ea35a71b625ee/meta.csv;https://aspw.pl/aspw_temp/82261dfe3c70891a5f2ea35a71b625ee/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-08-05","83005407c261435aa4570780403fadbb","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","podatki",13138,266,252,"https://aspw.pl/aspw_temp/83005407c261435aa4570780403fadbb/all_tweets_id.csv;https://aspw.pl/aspw_temp/83005407c261435aa4570780403fadbb/domains.json;https://aspw.pl/aspw_temp/83005407c261435aa4570780403fadbb/twitter_links.csv;https://aspw.pl/aspw_temp/83005407c261435aa4570780403fadbb/meta.csv;https://aspw.pl/aspw_temp/83005407c261435aa4570780403fadbb/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-05-10","830ddea7c31098d9da9c0c99bdbff6a9","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Polska Press",4988,84,48,"https://aspw.pl/aspw_temp/830ddea7c31098d9da9c0c99bdbff6a9/all_tweets_id.csv;https://aspw.pl/aspw_temp/830ddea7c31098d9da9c0c99bdbff6a9/domains.json;https://aspw.pl/aspw_temp/830ddea7c31098d9da9c0c99bdbff6a9/twitter_links.csv;https://aspw.pl/aspw_temp/830ddea7c31098d9da9c0c99bdbff6a9/meta.csv;https://aspw.pl/aspw_temp/830ddea7c31098d9da9c0c99bdbff6a9/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-04-01","85cb89fe4a4afbdf62a3b5f58aee9062","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","szczepienia",8591,276,243,"https://aspw.pl/aspw_temp/85cb89fe4a4afbdf62a3b5f58aee9062/all_tweets_id.csv;https://aspw.pl/aspw_temp/85cb89fe4a4afbdf62a3b5f58aee9062/domains.json;https://aspw.pl/aspw_temp/85cb89fe4a4afbdf62a3b5f58aee9062/twitter_links.csv;https://aspw.pl/aspw_temp/85cb89fe4a4afbdf62a3b5f58aee9062/meta.csv;https://aspw.pl/aspw_temp/85cb89fe4a4afbdf62a3b5f58aee9062/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-04-20","85da6375f67711c87510490027455956","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","szczepienia",5268,278,244,"https://aspw.pl/aspw_temp/85da6375f67711c87510490027455956/all_tweets_id.csv;https://aspw.pl/aspw_temp/85da6375f67711c87510490027455956/domains.json;https://aspw.pl/aspw_temp/85da6375f67711c87510490027455956/twitter_links.csv;https://aspw.pl/aspw_temp/85da6375f67711c87510490027455956/meta.csv;https://aspw.pl/aspw_temp/85da6375f67711c87510490027455956/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-04-17","863ac4873b51a4eb404e7fdd0361066c","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","opozycja",14004,112,66,"https://aspw.pl/aspw_temp/863ac4873b51a4eb404e7fdd0361066c/all_tweets_id.csv;https://aspw.pl/aspw_temp/863ac4873b51a4eb404e7fdd0361066c/domains.json;https://aspw.pl/aspw_temp/863ac4873b51a4eb404e7fdd0361066c/twitter_links.csv;https://aspw.pl/aspw_temp/863ac4873b51a4eb404e7fdd0361066c/meta.csv;https://aspw.pl/aspw_temp/863ac4873b51a4eb404e7fdd0361066c/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-10-20","872fceedd7a1faebbeff6a4b12f2b28d","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Polska",51122,1511,1260,"https://aspw.pl/aspw_temp/872fceedd7a1faebbeff6a4b12f2b28d/all_tweets_id.csv;https://aspw.pl/aspw_temp/872fceedd7a1faebbeff6a4b12f2b28d/domains.json;https://aspw.pl/aspw_temp/872fceedd7a1faebbeff6a4b12f2b28d/twitter_links.csv;https://aspw.pl/aspw_temp/872fceedd7a1faebbeff6a4b12f2b28d/meta.csv;https://aspw.pl/aspw_temp/872fceedd7a1faebbeff6a4b12f2b28d/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-03-30","875b00007d60abdf2ebe39eed2af82b1","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","szczepienia",2562,98,86,"https://aspw.pl/aspw_temp/875b00007d60abdf2ebe39eed2af82b1/all_tweets_id.csv;https://aspw.pl/aspw_temp/875b00007d60abdf2ebe39eed2af82b1/domains.json;https://aspw.pl/aspw_temp/875b00007d60abdf2ebe39eed2af82b1/twitter_links.csv;https://aspw.pl/aspw_temp/875b00007d60abdf2ebe39eed2af82b1/meta.csv;https://aspw.pl/aspw_temp/875b00007d60abdf2ebe39eed2af82b1/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-01-25","8a7f6a4fdeb8736b63d17d92048b63aa","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","szczepionka",10524,333,261,"https://aspw.pl/aspw_temp/8a7f6a4fdeb8736b63d17d92048b63aa/all_tweets_id.csv;https://aspw.pl/aspw_temp/8a7f6a4fdeb8736b63d17d92048b63aa/domains.json;https://aspw.pl/aspw_temp/8a7f6a4fdeb8736b63d17d92048b63aa/twitter_links.csv;https://aspw.pl/aspw_temp/8a7f6a4fdeb8736b63d17d92048b63aa/meta.csv;https://aspw.pl/aspw_temp/8a7f6a4fdeb8736b63d17d92048b63aa/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-07-02","8ba4765e65caf567bbec4927a216a57c","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","kościół",4742,129,107,"https://aspw.pl/aspw_temp/8ba4765e65caf567bbec4927a216a57c/all_tweets_id.csv;https://aspw.pl/aspw_temp/8ba4765e65caf567bbec4927a216a57c/domains.json;https://aspw.pl/aspw_temp/8ba4765e65caf567bbec4927a216a57c/twitter_links.csv;https://aspw.pl/aspw_temp/8ba4765e65caf567bbec4927a216a57c/meta.csv;https://aspw.pl/aspw_temp/8ba4765e65caf567bbec4927a216a57c/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-06-19","8d6e71ab62ae336701df45a03c77ec06","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","koronawirus",4770,822,625,"https://aspw.pl/aspw_temp/8d6e71ab62ae336701df45a03c77ec06/all_tweets_id.csv;https://aspw.pl/aspw_temp/8d6e71ab62ae336701df45a03c77ec06/domains.json;https://aspw.pl/aspw_temp/8d6e71ab62ae336701df45a03c77ec06/twitter_links.csv;https://aspw.pl/aspw_temp/8d6e71ab62ae336701df45a03c77ec06/meta.csv;https://aspw.pl/aspw_temp/8d6e71ab62ae336701df45a03c77ec06/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-06-24","8dab770044fa274b265878abf4df0a5a","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Euro",50902,4254,3787,"https://aspw.pl/aspw_temp/8dab770044fa274b265878abf4df0a5a/all_tweets_id.csv;https://aspw.pl/aspw_temp/8dab770044fa274b265878abf4df0a5a/domains.json;https://aspw.pl/aspw_temp/8dab770044fa274b265878abf4df0a5a/twitter_links.csv;https://aspw.pl/aspw_temp/8dab770044fa274b265878abf4df0a5a/meta.csv;https://aspw.pl/aspw_temp/8dab770044fa274b265878abf4df0a5a/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-05-19","8e5fbaa3dacfa82f394d6d6c45d8bf82","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Izrael",14193,359,279,"https://aspw.pl/aspw_temp/8e5fbaa3dacfa82f394d6d6c45d8bf82/all_tweets_id.csv;https://aspw.pl/aspw_temp/8e5fbaa3dacfa82f394d6d6c45d8bf82/domains.json;https://aspw.pl/aspw_temp/8e5fbaa3dacfa82f394d6d6c45d8bf82/twitter_links.csv;https://aspw.pl/aspw_temp/8e5fbaa3dacfa82f394d6d6c45d8bf82/meta.csv;https://aspw.pl/aspw_temp/8e5fbaa3dacfa82f394d6d6c45d8bf82/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-03-31","8f8f0ee389c3cda3446a4a4ffd7874e2","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","przedsiębiorcy",2168,63,55,"https://aspw.pl/aspw_temp/8f8f0ee389c3cda3446a4a4ffd7874e2/all_tweets_id.csv;https://aspw.pl/aspw_temp/8f8f0ee389c3cda3446a4a4ffd7874e2/domains.json;https://aspw.pl/aspw_temp/8f8f0ee389c3cda3446a4a4ffd7874e2/twitter_links.csv;https://aspw.pl/aspw_temp/8f8f0ee389c3cda3446a4a4ffd7874e2/meta.csv;https://aspw.pl/aspw_temp/8f8f0ee389c3cda3446a4a4ffd7874e2/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-08-09","9011cac9492d3b1e47c487269de9eee1","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","policja",22072,568,510,"https://aspw.pl/aspw_temp/9011cac9492d3b1e47c487269de9eee1/all_tweets_id.csv;https://aspw.pl/aspw_temp/9011cac9492d3b1e47c487269de9eee1/domains.json;https://aspw.pl/aspw_temp/9011cac9492d3b1e47c487269de9eee1/twitter_links.csv;https://aspw.pl/aspw_temp/9011cac9492d3b1e47c487269de9eee1/meta.csv;https://aspw.pl/aspw_temp/9011cac9492d3b1e47c487269de9eee1/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-03-30","902fbc63f6f5eb1edc9f5aaf28057602","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","#COVID19",17674,429,370,"https://aspw.pl/aspw_temp/902fbc63f6f5eb1edc9f5aaf28057602/all_tweets_id.csv;https://aspw.pl/aspw_temp/902fbc63f6f5eb1edc9f5aaf28057602/domains.json;https://aspw.pl/aspw_temp/902fbc63f6f5eb1edc9f5aaf28057602/twitter_links.csv;https://aspw.pl/aspw_temp/902fbc63f6f5eb1edc9f5aaf28057602/meta.csv;https://aspw.pl/aspw_temp/902fbc63f6f5eb1edc9f5aaf28057602/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-03-23","91283a4437c474b40e61cac975e49687","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","lockdown",9319,343,322,"https://aspw.pl/aspw_temp/91283a4437c474b40e61cac975e49687/all_tweets_id.csv;https://aspw.pl/aspw_temp/91283a4437c474b40e61cac975e49687/domains.json;https://aspw.pl/aspw_temp/91283a4437c474b40e61cac975e49687/twitter_links.csv;https://aspw.pl/aspw_temp/91283a4437c474b40e61cac975e49687/meta.csv;https://aspw.pl/aspw_temp/91283a4437c474b40e61cac975e49687/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-03-27","92db8e7ae43e70a19a9211a56689061e","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","muzeum",1930,74,64,"https://aspw.pl/aspw_temp/92db8e7ae43e70a19a9211a56689061e/all_tweets_id.csv;https://aspw.pl/aspw_temp/92db8e7ae43e70a19a9211a56689061e/domains.json;https://aspw.pl/aspw_temp/92db8e7ae43e70a19a9211a56689061e/twitter_links.csv;https://aspw.pl/aspw_temp/92db8e7ae43e70a19a9211a56689061e/meta.csv;https://aspw.pl/aspw_temp/92db8e7ae43e70a19a9211a56689061e/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-06-01","93aae28723c7db4ae9ab36bc9cddae0a","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Niemcy",5825,183,139,"https://aspw.pl/aspw_temp/93aae28723c7db4ae9ab36bc9cddae0a/all_tweets_id.csv;https://aspw.pl/aspw_temp/93aae28723c7db4ae9ab36bc9cddae0a/domains.json;https://aspw.pl/aspw_temp/93aae28723c7db4ae9ab36bc9cddae0a/twitter_links.csv;https://aspw.pl/aspw_temp/93aae28723c7db4ae9ab36bc9cddae0a/meta.csv;https://aspw.pl/aspw_temp/93aae28723c7db4ae9ab36bc9cddae0a/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-05-21","95664959afbdf0c46e59b8ce77d312a0","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","NIK",4248,124,77,"https://aspw.pl/aspw_temp/95664959afbdf0c46e59b8ce77d312a0/all_tweets_id.csv;https://aspw.pl/aspw_temp/95664959afbdf0c46e59b8ce77d312a0/domains.json;https://aspw.pl/aspw_temp/95664959afbdf0c46e59b8ce77d312a0/twitter_links.csv;https://aspw.pl/aspw_temp/95664959afbdf0c46e59b8ce77d312a0/meta.csv;https://aspw.pl/aspw_temp/95664959afbdf0c46e59b8ce77d312a0/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-03-18","96a3605889a6be69ddfae4d6da4d5391","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","kościół",13397,336,262,"https://aspw.pl/aspw_temp/96a3605889a6be69ddfae4d6da4d5391/all_tweets_id.csv;https://aspw.pl/aspw_temp/96a3605889a6be69ddfae4d6da4d5391/domains.json;https://aspw.pl/aspw_temp/96a3605889a6be69ddfae4d6da4d5391/twitter_links.csv;https://aspw.pl/aspw_temp/96a3605889a6be69ddfae4d6da4d5391/meta.csv;https://aspw.pl/aspw_temp/96a3605889a6be69ddfae4d6da4d5391/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-10-08","97ef18ca7dc4f8cb0eae2b4a7e1cc1d4","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Polska",20481,697,626,"https://aspw.pl/aspw_temp/97ef18ca7dc4f8cb0eae2b4a7e1cc1d4/all_tweets_id.csv;https://aspw.pl/aspw_temp/97ef18ca7dc4f8cb0eae2b4a7e1cc1d4/domains.json;https://aspw.pl/aspw_temp/97ef18ca7dc4f8cb0eae2b4a7e1cc1d4/twitter_links.csv;https://aspw.pl/aspw_temp/97ef18ca7dc4f8cb0eae2b4a7e1cc1d4/meta.csv;https://aspw.pl/aspw_temp/97ef18ca7dc4f8cb0eae2b4a7e1cc1d4/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-10-11","9883f2b66b69ac9e37b0463ffb3d23b7","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","koronawirus",1224,181,173,"https://aspw.pl/aspw_temp/9883f2b66b69ac9e37b0463ffb3d23b7/all_tweets_id.csv;https://aspw.pl/aspw_temp/9883f2b66b69ac9e37b0463ffb3d23b7/domains.json;https://aspw.pl/aspw_temp/9883f2b66b69ac9e37b0463ffb3d23b7/twitter_links.csv;https://aspw.pl/aspw_temp/9883f2b66b69ac9e37b0463ffb3d23b7/meta.csv;https://aspw.pl/aspw_temp/9883f2b66b69ac9e37b0463ffb3d23b7/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-03-30","98fefd852af5997c3f4cfaadde84c0fb","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","koronawirus",5414,630,552,"https://aspw.pl/aspw_temp/98fefd852af5997c3f4cfaadde84c0fb/all_tweets_id.csv;https://aspw.pl/aspw_temp/98fefd852af5997c3f4cfaadde84c0fb/domains.json;https://aspw.pl/aspw_temp/98fefd852af5997c3f4cfaadde84c0fb/twitter_links.csv;https://aspw.pl/aspw_temp/98fefd852af5997c3f4cfaadde84c0fb/meta.csv;https://aspw.pl/aspw_temp/98fefd852af5997c3f4cfaadde84c0fb/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-11-02","99553846ff87ab30ed08eb9832ae416d","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","koronawirus",6389,772,728,"https://aspw.pl/aspw_temp/99553846ff87ab30ed08eb9832ae416d/all_tweets_id.csv;https://aspw.pl/aspw_temp/99553846ff87ab30ed08eb9832ae416d/domains.json;https://aspw.pl/aspw_temp/99553846ff87ab30ed08eb9832ae416d/twitter_links.csv;https://aspw.pl/aspw_temp/99553846ff87ab30ed08eb9832ae416d/meta.csv;https://aspw.pl/aspw_temp/99553846ff87ab30ed08eb9832ae416d/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-07-02","99663aa5f4d9562d3686e42e2256bfc5","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","opozycja",1664,29,21,"https://aspw.pl/aspw_temp/99663aa5f4d9562d3686e42e2256bfc5/all_tweets_id.csv;https://aspw.pl/aspw_temp/99663aa5f4d9562d3686e42e2256bfc5/domains.json;https://aspw.pl/aspw_temp/99663aa5f4d9562d3686e42e2256bfc5/twitter_links.csv;https://aspw.pl/aspw_temp/99663aa5f4d9562d3686e42e2256bfc5/meta.csv;https://aspw.pl/aspw_temp/99663aa5f4d9562d3686e42e2256bfc5/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-05-04","996afe8568e80aba10d64d8fb8c624fe","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","#matura2021",31691,89,82,"https://aspw.pl/aspw_temp/996afe8568e80aba10d64d8fb8c624fe/all_tweets_id.csv;https://aspw.pl/aspw_temp/996afe8568e80aba10d64d8fb8c624fe/domains.json;https://aspw.pl/aspw_temp/996afe8568e80aba10d64d8fb8c624fe/twitter_links.csv;https://aspw.pl/aspw_temp/996afe8568e80aba10d64d8fb8c624fe/meta.csv;https://aspw.pl/aspw_temp/996afe8568e80aba10d64d8fb8c624fe/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-02-01","99f7a7be334814d89e20e98e0d107c19","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","#SzczepimySię",6488,132,77,"https://aspw.pl/aspw_temp/99f7a7be334814d89e20e98e0d107c19/all_tweets_id.csv;https://aspw.pl/aspw_temp/99f7a7be334814d89e20e98e0d107c19/domains.json;https://aspw.pl/aspw_temp/99f7a7be334814d89e20e98e0d107c19/twitter_links.csv;https://aspw.pl/aspw_temp/99f7a7be334814d89e20e98e0d107c19/meta.csv;https://aspw.pl/aspw_temp/99f7a7be334814d89e20e98e0d107c19/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-08-31","9a8a5afe222838061a0c09576d061255","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","imigranci",5022,81,74,"https://aspw.pl/aspw_temp/9a8a5afe222838061a0c09576d061255/all_tweets_id.csv;https://aspw.pl/aspw_temp/9a8a5afe222838061a0c09576d061255/domains.json;https://aspw.pl/aspw_temp/9a8a5afe222838061a0c09576d061255/twitter_links.csv;https://aspw.pl/aspw_temp/9a8a5afe222838061a0c09576d061255/meta.csv;https://aspw.pl/aspw_temp/9a8a5afe222838061a0c09576d061255/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-07-28","9aa33be419a58706d3bb677673165099","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","inflacja",1042,30,24,"https://aspw.pl/aspw_temp/9aa33be419a58706d3bb677673165099/all_tweets_id.csv;https://aspw.pl/aspw_temp/9aa33be419a58706d3bb677673165099/domains.json;https://aspw.pl/aspw_temp/9aa33be419a58706d3bb677673165099/twitter_links.csv;https://aspw.pl/aspw_temp/9aa33be419a58706d3bb677673165099/meta.csv;https://aspw.pl/aspw_temp/9aa33be419a58706d3bb677673165099/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-09-29","9ac064a8f50dcadb289af6b1e7f08250","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","graniczna",16866,95,87,"https://aspw.pl/aspw_temp/9ac064a8f50dcadb289af6b1e7f08250/all_tweets_id.csv;https://aspw.pl/aspw_temp/9ac064a8f50dcadb289af6b1e7f08250/domains.json;https://aspw.pl/aspw_temp/9ac064a8f50dcadb289af6b1e7f08250/twitter_links.csv;https://aspw.pl/aspw_temp/9ac064a8f50dcadb289af6b1e7f08250/meta.csv;https://aspw.pl/aspw_temp/9ac064a8f50dcadb289af6b1e7f08250/base_index.json"
